TotalCharges,tenure,MonthlyCharges,InternetService_Fiber optic,PaymentMethod_Electronic check,Contract_Two year,gender_Male,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,TechSupport_Yes,SeniorCitizen,Churn
89.9,1,89.9,True,True,False,True,False,True,False,False,0,1
295.95,15,20.55,False,False,False,False,False,False,True,False,0,0
5459.2,65,84.85,False,False,True,False,True,True,False,True,0,0
444.75,12,33.15,False,False,False,False,True,False,True,True,0,0
6782.15,72,92.0,False,False,True,True,True,True,True,True,0,0
6510.45,72,89.8,False,False,True,False,True,False,True,True,0,0
8476.5,72,115.8,True,False,True,False,True,True,True,True,0,0
4461.85,52,85.15,False,False,True,True,True,True,False,True,0,0
62.0,2,24.85,False,False,False,True,False,False,False,False,0,0
352.65,5,64.35,False,True,False,False,True,True,False,True,0,0
1424.9,68,20.5,False,False,True,False,False,False,False,False,0,0
6413.65,62,100.15,True,True,False,False,False,True,False,False,0,1
6309.65,72,86.05,False,False,True,True,True,False,False,True,0,0
50.8,1,50.8,False,True,False,True,False,False,False,False,0,1
5898.6,66,89.0,True,True,False,False,True,False,True,True,0,0
4719.75,72,64.8,False,False,True,True,True,True,True,True,0,0
457.3,26,19.8,False,False,False,True,False,False,False,False,0,0
5822.3,64,93.4,True,False,True,True,True,False,True,False,0,0
1463.5,20,73.65,True,True,False,True,False,True,True,False,1,1
307.4,3,95.1,True,True,False,False,False,True,False,False,0,1
2104.55,22,94.65,True,False,False,True,False,True,False,False,0,1
319.15,4,80.6,True,False,False,True,False,True,True,True,0,1
2337.45,62,39.0,False,False,True,True,False,True,True,True,0,0
104.3,5,20.5,False,False,False,False,False,True,False,False,0,0
5084.65,59,85.55,True,True,False,True,False,False,True,False,0,1
121.25,3,26.4,False,False,True,True,False,True,False,False,0,0
7015.9,72,98.2,True,False,True,False,True,True,True,True,0,0
5598.0,57,97.55,True,False,False,True,False,True,True,False,0,0
1269.1,66,19.95,False,False,True,True,False,False,False,False,0,0
3027.4,60,50.8,False,True,False,False,False,True,False,False,0,1
4634.35,45,99.7,True,False,True,True,False,False,False,False,0,0
113.95,3,34.8,False,False,False,False,False,True,False,False,0,0
1582.75,15,105.1,True,True,False,False,True,False,False,True,0,1
3077.0,51,60.15,False,False,False,False,True,False,False,True,0,0
4039.5,60,64.75,False,True,False,False,True,False,False,True,0,0
1665.2,33,54.65,False,False,False,True,False,True,False,False,0,0
1043.3,10,110.1,True,True,False,True,True,True,False,True,0,1
504.2,26,19.3,False,False,False,True,False,False,False,False,1,0
497.55,6,83.9,True,True,False,False,False,False,False,False,0,1
7511.65,67,111.25,True,True,False,False,True,True,True,True,0,0
1782.0,49,35.8,False,False,False,False,True,True,True,True,0,0
20.05,1,20.05,False,False,False,True,False,True,False,False,0,0
609.65,7,84.35,True,True,False,False,False,True,False,False,1,0
2857.6,27,110.5,True,False,False,False,True,True,False,False,1,0
3247.55,37,91.2,True,False,False,True,False,False,True,False,0,0
6215.35,63,100.55,True,True,False,False,True,True,True,False,0,1
2823.0,31,89.3,True,True,False,True,True,False,True,True,0,0
5017.9,50,103.85,True,False,False,True,False,True,True,False,0,1
2619.25,32,81.1,True,False,False,True,False,True,False,False,1,0
24.6,1,24.6,False,True,False,False,False,False,False,False,0,1
4965.1,63,81.2,True,False,False,False,False,True,True,True,0,0
2679.7,30,94.3,True,False,False,True,True,True,False,False,0,0
8310.55,71,116.1,True,False,True,True,True,True,True,True,0,0
5682.25,53,105.55,True,True,True,False,False,False,False,False,0,0
1120.95,12,98.9,True,False,False,False,True,True,False,True,0,1
4914.9,50,94.4,True,False,False,True,True,True,True,False,0,0
27.55,2,19.5,False,False,False,False,False,False,False,False,0,0
923.5,9,98.3,True,False,False,False,False,False,False,False,0,1
1625.65,17,93.85,True,True,False,True,True,False,False,False,0,1
6068.65,56,105.6,True,False,False,False,True,True,True,False,0,0
5398.6,67,81.35,False,False,True,True,True,False,True,False,0,0
918.6,9,100.5,True,True,False,True,False,True,False,False,1,1
234.85,4,56.4,False,True,False,True,False,True,False,False,0,0
1231.85,19,65.35,False,False,False,True,False,True,False,True,0,0
170.9,8,19.95,False,False,False,False,False,False,False,False,0,0
7984.15,71,111.25,True,True,True,False,False,True,False,True,0,0
688.65,10,72.85,True,True,False,True,False,True,False,False,1,1
1288.3,15,89.0,True,False,False,False,False,False,False,False,1,0
7848.5,72,106.1,True,False,False,True,True,True,True,False,0,0
267.0,12,20.05,False,False,False,True,False,False,False,False,0,0
1798.9,72,25.2,False,False,True,True,False,True,True,False,0,0
73.55,1,73.55,True,True,False,True,False,True,True,False,1,1
1643.55,23,75.4,True,False,False,False,True,True,False,False,1,0
4807.45,72,65.55,False,False,True,True,True,True,False,True,0,0
2193.0,26,80.7,True,True,False,False,False,True,False,False,0,0
2239.4,21,104.55,True,False,False,False,False,True,False,True,0,0
1505.9,60,24.15,False,False,False,True,False,False,True,False,0,0
255.35,12,20.45,False,False,False,True,False,False,False,False,0,0
1189.4,16,75.4,True,True,False,True,False,True,True,False,0,0
4786.15,63,79.7,False,False,False,False,True,True,True,False,0,0
1820.9,22,81.7,True,True,False,False,True,False,False,False,1,0
2404.15,32,76.3,False,False,False,False,True,False,True,True,0,0
205.05,3,79.4,True,True,False,False,False,True,False,False,1,1
952.3,13,81.15,True,True,False,False,False,True,False,False,0,1
7039.45,68,103.75,True,False,True,False,False,True,True,True,0,0
2538.05,30,86.45,True,True,False,False,False,False,True,False,0,0
1212.85,16,75.1,True,False,False,False,False,False,False,False,0,0
2651.1,33,80.6,True,False,True,True,False,False,False,True,0,0
1304.8,72,19.3,False,False,True,True,False,False,True,False,0,0
360.1,4,84.6,True,True,False,False,False,True,False,False,1,1
435.45,12,33.6,False,False,False,False,True,True,False,True,0,0
308.05,4,83.25,True,True,False,False,False,True,True,False,1,0
434.5,6,79.05,True,True,False,False,True,True,False,False,0,1
7118.9,65,108.05,True,False,False,False,False,True,True,True,0,0
320.45,15,19.9,False,False,False,False,False,False,False,False,0,0
531.55,24,21.05,False,False,False,False,False,False,False,False,0,0
382.2,13,30.15,False,True,False,False,False,False,False,False,0,0
2001.0,24,79.85,True,False,False,True,False,True,False,False,0,0
4919.7,72,65.5,False,False,True,False,True,False,True,True,0,0
5645.8,54,104.1,True,False,False,False,True,True,True,False,0,0
215.8,3,74.4,True,False,False,False,False,False,False,False,0,1
77.6,4,20.5,False,False,False,True,False,True,True,False,0,0
2896.55,32,91.35,True,False,False,False,False,True,True,False,1,0
3395.8,35,99.05,True,True,False,True,False,True,False,False,1,1
759.35,35,20.5,False,False,True,True,False,False,True,False,0,0
85.15,2,44.95,False,False,False,True,False,False,False,False,1,1
535.55,8,75.6,True,True,False,False,False,False,False,False,0,0
1253.15,22,55.1,False,False,False,True,True,False,False,True,0,0
955.15,15,58.95,False,True,False,False,True,False,False,True,0,0
2162.6,22,95.1,True,True,False,True,False,True,False,False,0,0
44.7,1,44.7,False,False,False,True,False,False,True,False,0,1
1813.35,71,25.45,False,False,True,False,False,False,True,False,0,0
245.15,4,56.75,False,True,False,True,True,False,False,False,0,0
2028.8,25,81.75,False,False,False,True,True,False,False,True,0,0
2723.75,32,86.1,True,True,False,False,False,True,True,False,0,0
220.45,7,29.8,False,False,False,True,True,False,True,False,1,0
365.8,17,20.5,False,False,False,True,False,True,False,False,0,0
551.95,8,60.9,False,False,False,True,True,False,True,False,1,0
4054.2,56,73.25,False,False,True,False,True,False,False,True,1,0
45.7,1,45.7,False,False,False,True,False,True,False,False,0,1
832.35,8,100.3,True,False,False,True,True,False,False,True,1,1
112.3,7,19.25,False,True,False,True,False,False,False,False,0,1
60.65,3,20.85,False,False,False,True,False,False,False,False,0,0
5550.1,71,77.35,False,False,True,False,True,False,False,True,0,0
174.8,2,96.0,True,True,False,False,False,True,False,False,0,1
90.55,1,90.55,True,True,False,False,False,False,False,False,0,1
4733.1,49,93.85,True,False,False,True,True,True,True,False,0,0
4048.95,58,70.1,False,False,True,True,False,False,False,True,0,0
1359.7,44,30.35,False,True,False,True,False,True,True,False,1,1
4542.35,59,75.95,False,False,True,False,False,True,True,True,0,0
7532.15,71,108.05,True,True,True,True,True,True,False,True,0,1
69.9,1,69.9,True,True,False,True,False,True,False,False,0,1
888.65,11,75.25,True,True,False,False,False,False,False,False,0,0
6383.35,62,103.75,True,True,False,True,False,True,True,False,1,1
1916.0,35,54.95,False,False,False,False,True,True,True,True,0,0
413.0,20,19.5,False,False,False,False,False,True,False,False,0,0
808.95,40,19.6,False,False,True,True,False,False,True,False,0,0
1886.4,39,47.85,False,True,False,False,True,True,False,False,0,0
86.6,1,86.6,True,True,False,True,False,True,False,False,0,1
1679.25,72,23.75,False,False,True,False,False,False,True,False,0,0
2656.5,33,80.6,True,False,False,False,False,True,True,False,1,1
540.95,12,43.8,False,False,False,False,False,False,False,False,0,0
19.75,1,19.75,False,False,False,True,False,False,False,False,0,0
537.35,27,19.15,False,False,False,True,False,False,False,False,0,0
678.8,34,19.6,False,False,False,True,False,False,True,False,0,0
4513.65,56,80.3,True,False,True,False,True,False,True,False,0,0
1423.85,58,24.35,False,False,True,False,False,False,False,False,0,0
555.4,22,25.25,False,False,True,False,False,False,True,False,0,0
225.55,10,26.1,False,False,True,False,False,False,True,False,0,0
268.45,13,20.0,False,False,True,True,False,False,False,False,0,0
2917.5,35,85.3,True,False,False,False,False,False,False,True,0,1
2416.1,34,70.0,True,False,False,False,False,True,False,False,0,1
424.45,4,94.3,True,True,False,False,False,True,False,False,1,1
1492.1,72,20.7,False,False,True,True,False,False,True,False,0,0
132.4,2,70.3,False,True,False,True,False,False,False,True,0,0
660.9,7,95.35,True,True,False,False,False,True,False,False,0,1
1893.95,27,75.5,True,True,False,True,False,True,True,False,1,1
284.9,4,69.55,True,False,False,True,False,True,True,False,0,0
784.25,37,19.85,False,False,True,False,False,False,False,False,0,0
417.7,21,20.0,False,False,False,True,False,False,False,False,0,0
5016.25,53,95.85,True,False,False,False,False,True,True,False,1,0
1612.75,18,90.1,True,True,False,False,False,True,False,True,0,1
119.75,2,68.95,True,True,False,False,False,False,False,False,0,1
3204.65,32,99.55,True,False,False,True,True,True,True,False,0,1
485.2,23,20.75,False,True,False,True,False,True,True,False,1,0
160.85,3,50.15,False,False,False,True,True,True,False,False,0,0
4145.25,71,58.65,False,False,True,False,True,False,True,True,0,0
827.45,9,95.9,True,False,False,True,False,True,False,True,0,0
49.5,1,49.5,False,True,False,False,False,False,False,False,0,0
990.85,18,57.45,False,True,False,True,False,False,True,False,0,1
696.35,12,53.65,False,False,False,True,False,False,True,False,0,1
5585.4,71,80.1,False,False,True,True,True,True,True,True,0,0
1601.2,64,24.4,False,False,False,False,False,True,False,False,0,0
162.45,4,40.05,False,True,False,True,False,True,False,True,0,0
470.2,23,19.5,False,False,False,False,False,True,False,False,0,0
2066.0,39,51.05,False,False,False,False,True,False,True,False,0,0
1426.45,28,54.35,False,False,False,True,True,False,True,True,0,0
392.5,5,84.7,True,True,False,False,False,True,False,False,1,0
3861.45,45,86.1,True,True,False,False,False,True,True,False,1,0
2552.9,37,70.35,True,False,False,True,False,True,False,False,0,0
6668.35,60,110.0,True,False,True,False,True,True,True,True,1,0
819.4,8,100.6,True,True,False,True,False,True,False,False,1,1
4615.25,47,94.9,True,False,False,False,True,False,False,False,0,0
2070.6,26,83.75,True,True,False,True,False,True,True,False,0,1
273.75,3,88.3,True,False,False,False,True,True,True,True,1,1
3557.7,50,69.75,True,False,False,False,False,True,True,False,0,0
1957.1,27,71.6,False,False,False,True,False,False,True,True,0,0
729.95,8,92.1,True,True,False,False,False,True,False,False,1,1
1416.75,62,23.65,False,False,True,False,False,False,True,False,0,0
5924.4,71,81.85,False,False,True,False,True,False,True,True,0,0
1697.7,66,25.1,False,False,True,True,False,False,False,False,0,0
7849.85,68,114.7,True,False,True,True,True,True,True,True,0,0
649.4,13,49.15,False,True,False,False,False,False,False,False,0,0
4557.5,56,80.9,True,True,False,True,False,True,True,False,0,0
3013.05,38,79.45,True,True,False,True,True,True,True,False,0,1
1266.1,14,90.45,True,False,False,True,False,False,False,False,1,1
360.35,16,19.3,False,False,False,False,False,True,False,False,0,0
1046.5,14,70.2,True,True,False,False,False,False,True,False,0,0
2347.9,32,69.75,True,False,False,True,False,True,True,False,0,1
447.75,8,54.25,False,False,False,False,True,False,False,True,0,0
4209.95,43,99.3,True,False,False,False,False,True,True,False,0,0
3877.65,52,74.0,False,False,False,False,True,False,False,True,0,0
152.3,3,50.25,False,False,False,True,False,True,False,True,0,0
572.2,29,19.8,False,False,False,True,False,True,False,False,0,0
19.65,1,19.65,False,False,False,False,False,False,False,False,0,1
526.95,12,43.65,False,True,False,True,False,True,False,True,1,1
552.7,16,35.5,False,False,False,False,False,True,True,False,0,0
3208.65,40,80.75,False,False,False,False,False,True,False,True,0,0
210.75,5,39.5,False,True,False,False,False,False,False,False,0,1
3706.95,40,97.1,True,False,False,True,False,True,True,False,0,1
620.75,36,19.55,False,False,False,False,False,False,False,False,0,0
412.5,5,80.0,True,True,False,False,False,True,False,False,0,1
832.05,10,84.7,True,False,False,False,True,True,False,False,0,1
185.55,2,89.55,True,False,False,True,False,True,True,False,0,1
1943.2,23,90.6,True,True,False,True,False,True,False,True,0,1
505.9,26,20.05,False,False,False,True,False,True,True,False,0,0
8046.85,72,112.4,True,True,True,False,True,True,True,False,1,0
1815.3,34,50.2,False,False,False,False,False,False,True,True,0,0
612.95,10,62.25,False,False,False,True,True,False,False,True,0,0
795.15,14,55.7,False,False,False,False,True,False,False,True,0,0
2169.8,23,90.05,True,False,False,False,True,True,False,False,0,1
973.1,47,19.65,False,False,True,True,False,False,True,False,0,0
2210.2,24,89.25,True,True,False,True,True,True,True,True,0,0
4853.75,49,99.05,True,False,False,True,False,True,True,False,0,1
1055.9,20,54.0,False,False,False,True,True,False,False,True,1,0
144.55,2,69.75,True,False,False,False,False,False,False,False,0,1
91.1,2,49.05,False,False,False,False,False,True,False,False,0,1
1304.85,22,56.75,False,False,True,True,False,False,False,True,0,0
713.0,7,98.05,True,False,False,True,False,True,False,False,0,1
21.1,1,21.1,False,False,False,True,False,False,False,False,0,0
5580.8,59,96.65,True,False,False,False,False,True,True,True,0,0
1497.9,58,24.5,False,False,False,False,False,True,True,False,0,0
4527.45,41,114.5,True,False,False,False,True,True,False,True,0,1
4590.35,59,79.2,True,False,True,False,False,True,False,False,1,0
200.2,3,69.55,True,True,False,False,False,True,True,False,0,0
614.45,32,20.05,False,False,True,True,False,True,False,False,0,0
4564.9,46,98.85,True,True,False,True,False,True,True,False,1,0
171.15,2,80.95,True,True,False,True,False,True,False,False,0,1
1012.4,52,19.6,False,False,False,False,False,False,True,False,0,0
940.35,13,74.3,True,True,False,False,False,True,False,False,1,1
1047.7,11,89.7,True,False,False,False,False,False,False,False,1,1
2766.4,32,87.65,True,False,False,True,True,False,False,True,0,0
1622.45,17,100.45,True,False,False,True,False,True,True,False,1,1
1129.35,16,74.75,True,False,False,False,False,True,False,False,0,0
5680.9,51,107.45,True,False,False,False,True,False,False,False,0,0
2243.9,29,75.35,False,False,False,True,False,True,False,True,0,0
4523.25,70,64.95,False,False,True,True,True,False,True,True,0,0
7159.7,71,100.45,True,True,True,False,True,False,True,True,0,0
2839.95,41,68.5,False,False,False,True,False,False,True,False,0,0
80.55,1,80.55,True,True,False,True,False,True,False,False,0,0
580.1,7,81.25,False,False,False,False,True,False,True,True,0,0
2178.6,25,90.4,True,True,False,True,False,True,True,False,0,1
6038.55,67,89.55,True,True,False,True,True,False,True,True,0,0
259.4,5,55.7,False,False,False,True,False,True,True,True,0,0
324.15,15,24.8,False,True,False,True,False,True,False,False,0,0
417.65,20,20.0,False,True,False,False,False,False,True,False,0,0
168.15,3,56.15,False,False,False,True,False,True,True,False,0,1
5637.85,54,105.2,True,True,False,True,False,True,True,True,0,0
839.4,42,19.55,False,False,False,True,False,True,False,False,0,0
769.1,9,79.75,True,True,False,False,False,True,True,False,0,0
6253.0,63,97.45,True,False,True,False,False,False,False,False,0,0
1641.8,69,24.25,False,False,True,False,False,False,True,False,0,0
1678.05,69,24.6,False,False,True,False,False,False,False,False,0,0
2058.5,40,50.15,False,False,False,True,False,True,True,False,0,0
2424.5,60,39.6,False,False,True,True,True,False,False,False,0,0
387.2,4,94.4,True,False,False,False,True,True,False,True,0,1
6293.45,71,89.85,False,False,True,False,True,False,False,True,1,0
2839.65,37,78.95,True,False,False,False,False,True,True,False,0,1
3145.9,32,98.85,True,False,False,True,False,True,True,False,0,0
2200.7,39,53.85,False,False,True,True,False,True,False,True,0,0
914.4,38,24.25,False,True,False,False,False,True,False,False,0,0
4577.75,52,89.45,True,False,True,True,False,True,False,False,0,0
4997.5,48,105.25,True,False,False,False,True,True,True,False,0,0
4144.8,70,59.5,False,False,True,True,True,False,True,True,0,0
1493.55,20,70.55,True,False,False,True,False,False,False,False,0,0
4179.1,50,82.5,False,False,False,False,True,True,False,True,0,0
893.55,19,44.85,False,False,False,False,False,True,False,False,0,1
1611.0,25,61.6,False,False,False,True,True,True,True,False,0,0
593.05,12,49.05,False,False,False,True,False,True,False,False,0,0
4284.8,39,105.65,True,True,False,True,False,True,True,False,1,1
544.55,7,74.65,True,False,False,True,False,False,False,False,0,1
1533.8,23,66.25,False,False,False,False,True,True,True,True,0,0
529.8,27,19.4,False,True,False,True,False,True,False,False,0,0
3865.6,47,86.05,True,False,False,True,False,True,False,False,1,0
515.75,26,19.15,False,False,True,True,False,True,True,False,0,0
941.0,14,64.7,False,False,False,False,True,True,True,False,0,1
1133.65,11,104.05,True,False,False,False,False,True,True,True,1,1
48.35,2,19.25,False,False,False,True,False,False,False,False,0,0
2070.05,26,81.95,True,True,False,False,True,False,True,False,0,0
8333.95,72,114.65,True,False,True,False,True,True,True,True,1,0
1209.25,63,20.0,False,False,True,False,False,False,True,False,0,0
1396.25,71,19.8,False,False,True,True,False,False,True,False,0,0
723.35,11,65.15,False,False,False,True,True,True,True,False,0,0
228.65,14,19.65,False,False,False,True,False,False,True,False,1,0
1161.75,13,88.95,False,False,True,False,True,False,False,True,0,0
98.35,6,20.2,False,False,False,True,False,True,False,False,0,0
775.3,11,75.2,True,False,False,True,False,True,True,False,1,0
1074.65,18,56.8,False,False,False,True,False,False,True,False,0,0
35.55,1,35.55,False,True,False,True,False,True,False,False,0,1
2324.7,32,75.5,True,False,False,False,True,True,True,False,0,0
1072.6,29,35.6,False,False,False,True,True,False,False,True,0,0
170.5,3,60.25,False,True,False,False,False,True,False,False,0,0
196.9,2,95.15,True,True,False,False,False,True,False,False,0,1
1162.85,13,96.65,True,False,False,True,False,True,True,False,0,1
1677.85,41,40.35,False,True,False,False,False,True,False,False,0,0
18.85,1,18.85,False,True,False,False,False,False,False,False,0,0
370.4,7,54.85,False,False,False,True,False,False,False,False,0,0
3410.6,52,64.3,False,False,False,False,True,True,True,False,0,0
1138.8,45,24.65,False,False,True,False,False,True,True,False,0,0
5264.25,70,76.1,False,False,True,True,False,False,True,True,0,0
1005.7,53,18.7,False,False,True,False,False,False,False,False,0,0
5936.55,62,97.95,True,False,False,False,False,True,True,False,1,0
5475.9,60,94.1,True,False,False,False,True,True,True,False,0,0
224.05,3,80.4,True,True,False,False,False,True,True,False,1,1
2326.05,23,95.1,True,True,False,False,True,True,True,False,1,0
31.35,1,31.35,False,False,False,True,False,True,False,False,0,1
4991.5,67,72.35,False,False,False,False,True,True,False,True,0,0
1052.4,12,89.75,True,False,False,False,False,True,False,False,0,1
5831.2,71,82.7,False,False,True,False,True,True,True,True,1,0
510.8,25,19.9,False,False,False,True,False,False,False,False,0,0
283.95,5,53.8,False,True,False,False,True,True,False,False,0,0
1295.4,26,51.55,False,False,False,True,False,True,False,False,0,0
19.65,1,19.65,False,False,False,True,False,False,True,False,0,0
3011.65,70,44.05,False,False,False,True,False,True,False,False,1,0
8093.15,72,114.0,True,True,True,True,True,True,True,True,0,0
5610.25,60,94.4,True,True,False,True,False,True,True,False,0,1
3217.65,32,100.4,True,True,False,False,False,True,True,False,1,0
19.85,1,19.85,False,True,False,True,False,True,False,False,0,1
773.2,14,54.25,False,False,False,False,False,True,False,False,0,0
1029.35,13,80.0,True,False,False,False,True,True,False,False,0,0
669.45,6,109.9,True,False,False,False,False,True,False,True,0,1
3593.8,46,79.2,False,False,True,False,True,False,False,False,0,0
1553.95,15,101.35,True,True,False,True,False,True,False,True,0,1
3953.15,43,94.3,True,True,False,True,False,True,True,True,1,0
1971.15,39,49.8,False,False,True,True,False,True,False,True,0,0
1236.15,21,60.05,False,False,False,True,False,True,False,False,1,1
3196.0,57,53.75,False,True,False,True,True,True,False,False,0,0
4872.2,53,93.45,True,True,False,False,False,True,True,True,0,0
1500.5,18,87.9,True,False,False,True,True,True,True,False,0,0
60.15,1,60.15,False,True,False,False,False,True,False,False,0,1
3478.75,58,61.05,False,False,False,False,True,True,True,True,0,0
7413.55,71,104.05,True,False,True,False,False,False,False,False,1,0
3532.0,35,99.25,True,True,False,False,False,True,False,True,0,0
256.75,3,85.7,True,False,False,True,False,False,False,False,0,0
3887.25,38,104.85,True,True,False,True,True,True,False,False,0,0
2490.15,35,69.15,False,False,True,True,True,True,True,True,0,0
593.45,7,90.45,True,True,False,True,False,True,False,False,0,1
3510.3,47,74.45,False,False,True,False,False,False,False,True,0,0
765.45,14,50.45,False,True,False,False,False,False,False,False,0,0
1259.35,20,60.0,False,True,False,False,False,True,True,False,1,0
5538.35,66,85.25,False,True,True,True,True,False,True,True,0,0
340.85,15,19.45,False,False,False,True,False,True,True,False,0,0
844.45,42,20.75,False,False,True,False,False,True,False,False,0,0
1348.95,17,78.9,True,True,False,False,True,False,True,False,0,0
3778.0,37,104.5,True,False,False,True,False,True,False,True,0,0
611.65,12,49.4,False,True,False,False,False,True,False,False,0,0
4867.95,53,94.25,True,False,False,True,False,True,True,False,0,1
1505.05,60,25.0,False,False,True,False,False,False,False,False,0,0
467.85,18,25.55,False,False,False,True,False,False,True,False,0,0
74.9,1,74.9,True,True,False,True,False,True,False,False,0,1
194.2,3,70.15,True,True,False,False,False,True,False,False,0,0
571.45,9,69.4,False,False,False,False,False,True,False,True,0,0
80.25,1,80.25,True,True,False,False,False,True,False,False,0,1
5253.95,56,93.15,True,True,False,True,True,True,True,False,0,0
1149.65,17,69.0,True,True,False,True,False,True,True,False,0,1
740.8,11,66.35,False,True,False,False,False,True,True,True,0,1
521.35,7,69.55,True,True,False,True,False,True,False,False,0,0
1412.65,69,20.2,False,False,True,False,False,False,True,False,0,0
1532.45,19,86.0,True,False,False,True,False,True,False,False,0,1
250.05,3,80.3,True,True,False,False,False,True,True,False,0,1
1090.6,54,20.4,False,False,True,True,False,False,True,False,0,0
1446.8,62,23.75,False,False,False,True,False,True,True,False,0,0
2282.55,24,90.55,True,False,False,True,False,True,False,False,0,1
4300.45,62,70.45,False,False,False,False,False,True,True,False,0,0
1111.2,17,65.75,False,False,False,True,True,False,False,False,0,0
190.1,9,24.6,False,False,False,True,False,True,False,False,0,0
4447.75,64,69.25,False,False,True,True,True,False,True,True,0,0
143.35,2,75.9,True,True,False,False,False,True,False,False,0,1
45.85,1,45.85,False,False,False,True,False,True,True,False,0,1
810.2,16,49.95,False,True,False,False,False,True,True,True,0,1
1830.05,72,24.65,False,False,True,False,False,False,True,False,0,0
2820.65,30,90.4,True,False,False,True,True,False,False,False,0,0
4847.35,49,100.85,True,False,False,False,True,True,True,False,0,0
4729.3,61,75.35,False,False,True,True,True,False,True,True,0,0
4017.45,47,87.2,True,True,False,True,False,False,True,False,0,0
1398.6,20,64.4,False,False,False,True,True,False,False,False,0,0
2564.3,34,78.3,True,True,False,True,False,False,True,False,0,1
1685.9,70,24.7,False,False,True,False,False,False,True,False,0,0
5826.65,54,105.85,True,True,False,True,True,True,False,True,0,0
6066.55,61,98.3,True,False,False,True,False,True,True,True,1,0
228.4,3,76.95,True,True,False,True,False,True,False,False,0,1
270.2,13,19.45,False,False,False,True,False,False,False,False,0,0
1529.2,16,96.15,True,True,False,False,False,True,False,False,1,1
168.6,3,58.7,False,False,False,False,False,True,True,False,0,0
536.35,25,20.15,False,False,False,True,False,True,False,False,0,0
1888.45,30,64.5,False,False,False,True,True,True,False,False,0,0
629.35,21,28.5,False,True,False,False,True,False,True,False,0,0
45.3,1,45.3,False,True,False,True,False,False,False,False,0,1
289.3,15,19.4,False,False,False,False,False,False,False,False,0,1
2117.25,23,90.45,True,True,False,True,False,True,True,False,1,0
4730.9,45,105.15,True,True,False,False,True,True,True,False,0,0
2033.05,24,83.15,True,False,False,False,False,False,True,False,0,0
987.95,11,90.15,True,True,False,False,False,False,False,True,0,1
45.05,1,45.05,False,False,False,True,False,False,False,False,0,1
5744.35,56,103.2,True,False,True,False,False,False,True,True,0,0
75.8,1,75.8,True,True,False,False,False,False,False,False,0,1
19.45,1,19.45,False,True,False,True,False,False,False,False,0,0
523.15,7,79.3,True,True,False,False,False,True,False,False,0,1
4805.3,55,88.8,True,False,True,False,False,False,True,True,1,0
59.05,2,30.9,False,True,False,False,False,True,False,True,0,1
6110.75,72,85.9,False,False,True,False,True,True,True,True,0,0
1596.6,45,34.2,False,True,False,False,False,False,False,False,1,0
1046.2,47,20.15,False,False,True,False,False,False,False,False,0,0
4424.2,46,95.25,True,False,False,False,False,False,False,False,1,1
92.75,2,50.3,False,False,False,True,False,True,False,False,0,0
194.55,2,80.15,True,True,False,False,True,True,True,True,0,0
612.1,12,51.25,False,True,False,False,False,True,True,False,0,0
6127.6,68,89.6,True,False,False,False,False,True,True,False,1,1
6671.7,69,95.2,True,False,True,True,False,True,True,True,0,0
5264.3,56,94.8,True,False,False,True,True,False,False,False,1,0
303.7,4,80.25,True,True,False,False,True,True,False,False,1,0
4818.8,64,76.1,False,False,True,True,False,True,True,True,0,0
6448.05,59,110.15,True,True,False,True,True,True,True,False,0,1
7159.05,62,115.55,True,False,True,True,True,False,True,True,0,0
1574.5,63,24.65,False,False,True,True,False,False,True,False,0,0
2879.2,53,53.6,False,True,False,False,True,True,False,True,0,0
86.05,5,19.45,False,False,False,True,False,False,True,False,0,0
4159.45,49,88.2,True,True,False,True,True,True,True,False,1,0
6638.35,62,101.15,True,False,True,False,True,True,True,False,0,0
3112.05,55,56.8,False,False,True,False,True,False,True,True,0,0
7168.25,71,99.4,True,True,True,False,True,True,True,True,1,0
1326.25,72,20.1,False,False,True,False,False,True,True,False,0,0
2234.55,36,60.7,False,False,False,True,True,False,True,True,0,0
495.15,25,20.95,False,False,False,True,False,True,True,False,0,0
8317.95,72,114.85,True,False,True,False,True,True,True,True,1,0
679.8,36,19.25,False,False,False,False,False,True,False,False,0,0
62.8,1,62.8,False,False,False,True,False,True,False,False,0,0
7544.0,72,105.5,True,True,True,False,True,True,True,False,0,0
1188.25,59,19.85,False,False,True,True,False,False,True,False,0,0
676.7,7,89.5,True,True,False,True,False,True,True,False,1,1
74.1,1,74.1,False,False,False,False,False,False,False,True,0,0
3242.5,30,107.5,True,True,False,False,False,True,True,True,0,0
1240.15,64,19.55,False,False,True,True,False,False,False,False,0,0
4111.35,63,68.8,False,False,False,True,True,False,False,True,0,0
5899.85,72,84.45,False,False,True,True,True,False,True,False,1,0
632.95,8,75.0,True,True,False,True,True,False,True,False,0,1
5193.2,62,84.5,False,False,True,False,False,False,False,True,0,0
7530.8,67,111.2,True,False,True,True,False,True,True,True,0,0
270.95,6,44.75,False,True,False,True,False,False,False,False,0,1
5460.2,70,80.6,False,False,True,False,True,True,True,True,0,0
1614.2,20,80.7,True,False,False,False,False,False,False,False,1,0
402.5,5,75.6,True,True,False,False,False,False,False,False,0,0
1367.75,24,57.6,False,True,False,False,True,False,True,False,0,0
